facilities,rating,rating_descriptions,review_counts,location,Price
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.7,Excellent,7.0,Stokol,12500
"['bar', 'pool', 'gym']",9.5,Excellent,4.0,Andeman,14997
"['intrnet', 'bar', 'restaurant']",6.9,Very Good,33.0,Machlessvile,13975
"['internet', 'restaurant', 'pool']",7.3,Very Good,25.0,Stokol,20000
['bar'],,,,Ubisville,5000
['intrnet'],5.4,Good,13.0,Hallerson,4000
"['bar', 'restaurant', 'pool', 'gym']",5.5,Good,3.0,Hallerson,7700
['restaurant'],6.0,Very Good,79.0,Willsmian,5500
"['intrnet', 'bar', 'restaurant']",2.8,Fair,5.0,Andeman,16800
"['bar', 'restaurant']",,,,Stokol,4000
"['internet', 'bar']",6.7,Very Good,27.0,Ubisville,12000
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.9,Very Good,24.0,Machlessvile,50000
"['internet', 'bar', 'restaurant']",8.1,Excellent,32.0,Andeman,92000
"['intrnet', 'restaurant']",,,,Uberlandia,50000
"['bar', 'restaurant', 'swimmingpools']",7.9,Very Good,6.0,Wanderland,9000
[],9.6,Excellent,4.0,Andeman,6000
"['internet', 'bar', 'restaurant']",,,,Wanderland,7475
"['bar', 'restaurant']",8.2,Excellent,5.0,Wanderland,3000
"['internet', 'bar', 'restaurant']",6.7,Very Good,1.0,Uberlandia,3000
"['internet', 'bar']",,,,Wanderland,31625
"['internet', 'bar', 'restaurant']",,,,Hallerson,15000
[],,,,Andeman,4000
"['bar', 'restaurant']",8.1,Excellent,6.0,Willsmian,82400
['restaurant'],,,,Andeman,4250
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.7,Very Good,7.0,Stokol,7140
"['internet', 'bar', 'restaurant', 'gym']",7.4,Very Good,28.0,Hallerson,40000
"['bar', 'restaurant']",8.5,Excellent,5.0,Wanderland,3500
[],8.8,Excellent,1.0,Hallerson,20000
['restaurant'],,,,Wanderland,7000
"['bar', 'restaurant', 'pool', 'gym']",3.7,Fair,2.0,Ubisville,45000
"['internet', 'bar', 'swimmingpools']",7.0,Very Good,6.0,Andeman,45000
[],,,,Uberlandia,3500
"['internet', 'bar', 'restaurant']",7.2,Very Good,2.0,Andeman,56000
"['intrnet', 'bar', 'restaurant']",10.0,Excellent,1.0,Andeman,30000
"['bar', 'restaurant', 'pool']",,,,Stokol,8000
"['bar', 'restaurant']",,,,Andeman,8000
"['intrnet', 'bar']",8.8,Excellent,2.0,Willsmian,20000
[],2.3,Fair,2.0,Uberlandia,3200
"['intrnet', 'bar', 'restaurant']",7.0,Very Good,23.0,Andeman,20000
"['bar', 'restaurant']",6.8,Very Good,3.0,Willsmian,23000
"['bar', 'restaurant']",,,,Willsmian,4000
"['internet', 'restaurant', 'pool']",8.2,Excellent,97.0,Stokol,16000
['intrnet'],7.7,Very Good,18.0,Hallerson,20000
"['bar', 'restaurant', 'pool', 'gym']",3.7,Fair,2.0,Hallerson,45000
"['internet', 'bar', 'restaurant']",6.7,Very Good,1.0,Hallerson,3000
"['intrnet', 'bar', 'restaurant', 'pool']",7.9,Very Good,24.0,Wanderland,50000
"['restaurant', 'pool']",,,,Uberlandia,80500
"['bar', 'restaurant']",7.8,Very Good,4.0,Ubisville,10000
['internet'],5.4,Good,13.0,Wanderland,4000
"['internet', 'bar', 'restaurant']",8.0,Excellent,8.0,Wanderland,40000
['bar'],4.2,Good,5.0,Wanderland,8000
"['bar', 'restaurant']",8.0,Excellent,2.0,Uberlandia,5000
"['internet', 'bar', 'restaurant', 'gym']",7.2,Very Good,44.0,Uberlandia,30000
['swimmingpools'],,,,Andeman,25000
"['internet', 'bar', 'restaurant']",,,,Willsmian,20000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.3,Excellent,11.0,Stokol,27000
[],6.4,Very Good,1.0,Wanderland,5500
"['bar', 'restaurant', 'pool', 'gym']",8.6,Excellent,8.0,Andeman,108900
"['bar', 'restaurant']",,,,Willsmian,3600
"['internet', 'bar', 'restaurant']",7.2,Very Good,2.0,Wanderland,56000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",,,,Stokol,7000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.6,Very Good,1.0,Stokol,16500
"['intrnet', 'bar', 'restaurant']",6.6,Very Good,4.0,Stokol,7000
"['internet', 'bar', 'restaurant']",7.7,Very Good,125.0,Wanderland,9800
"['internet', 'bar', 'restaurant']",8.0,Excellent,36.0,Machlessvile,19000
['restaurant'],,,,Uberlandia,8500
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",,,,Andeman,7000
"['bar', 'restaurant']",8.0,Excellent,2.0,Hallerson,15000
"['bar', 'restaurant']",2.8,Fair,3.0,Andeman,3000
"['bar', 'restaurant', 'pool', 'gym']",,,,Stokol,7125
['internet'],8.4,Excellent,3.0,Andeman,10000
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,36.0,Stokol,30000
"['bar', 'restaurant', 'pool']",,,,Wanderland,12000
"['internet', 'bar', 'restaurant', 'gym']",7.4,Very Good,28.0,Uberlandia,40000
"['internet', 'bar', 'restaurant']",6.9,Very Good,33.0,Hallerson,13975
"['intrnet', 'bar', 'restaurant', 'pool']",7.8,Very Good,28.0,Machlessvile,49500
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.8,Very Good,14.0,Willsmian,9750
"['bar', 'restaurant', 'gym']",7.0,Very Good,18.0,Uberlandia,60500
"['bar', 'restaurant']",5.8,Good,43.0,Ubisville,6000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.6,Very Good,1.0,Andeman,16500
"['internet', 'bar', 'restaurant']",5.8,Good,8.0,Willsmian,6000
"['internet', 'bar', 'restaurant']",6.8,Very Good,94.0,Wanderland,17500
"['intrnet', 'bar', 'restaurant']",2.8,Fair,5.0,Stokol,16800
"['internet', 'bar', 'restaurant']",7.2,Very Good,39.0,Uberlandia,9200
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.7,Very Good,46.0,Wanderland,23000
['internet'],8.9,Excellent,11.0,Willsmian,18000
['bar'],,,,Stokol,4500
"['internet', 'restaurant', 'pool']",8.2,Excellent,97.0,Stokol,16000
"['bar', 'restaurant', 'swimmingpools']",6.7,Very Good,10.0,Stokol,14000
"['bar', 'restaurant']",8.3,Excellent,11.0,Andeman,15000
"['bar', 'restaurant']",7.2,Very Good,2.0,Stokol,15000
"['intrnet', 'restaurant']",7.5,Very Good,4.0,Andeman,10500
"['bar', 'restaurant']",,,,Stokol,7500
"['restaurant', 'pool']",6.4,Very Good,4.0,Stokol,18000
"['bar', 'restaurant']",7.4,Very Good,50.0,Uberlandia,20000
"['restaurant', 'pool']",,,,Uberlandia,29000
"['bar', 'restaurant', 'gym']",7.0,Very Good,18.0,Ubisville,60500
"['intrnet', 'bar', 'restaurant']",7.0,Very Good,39.0,Stokol,15000
"['bar', 'restaurant']",4.0,Good,8.0,Stokol,2500
['restaurant'],,,,Willsmian,7000
"['bar', 'pool']",8.2,Excellent,152.0,Hallerson,30000
[],,,,Wanderland,7500
"['internet', 'bar', 'restaurant', 'gym']",6.5,Very Good,32.0,Hallerson,15000
"['restaurant', 'pool', 'gym']",9.3,Excellent,4.0,Wanderland,35000
"['internet', 'restaurant']",4.9,Good,30.0,Uberlandia,19720
"['bar', 'restaurant']",8.1,Excellent,6.0,Andeman,82400
"['bar', 'restaurant']",7.2,Very Good,4.0,Wanderland,13000
"['bar', 'restaurant']",,,,Andeman,12000
"['intrnet', 'bar', 'swimmingpools']",8.8,Excellent,36.0,Wanderland,25000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",8.4,Excellent,226.0,Hallerson,43000
"['bar', 'restaurant']",,,,Stokol,4000
['restaurant'],6.4,Very Good,1.0,Wanderland,9900
[],8.3,Excellent,4.0,Hallerson,35000
"['bar', 'restaurant']",8.5,Excellent,4.0,Willsmian,10000
['pool'],8.8,Excellent,1.0,Uberlandia,35000
"['intrnet', 'bar', 'restaurant']",7.0,Very Good,20.0,Machlessvile,143802
['restaurant'],6.1,Very Good,24.0,Machlessvile,5000
"['bar', 'restaurant', 'swimmingpools', 'gym']",8.5,Excellent,6.0,Stokol,12000
"['bar', 'restaurant']",2.0,Fair,1.0,Wanderland,4500
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.5,Very Good,42.0,Stokol,18480
['restaurant'],4.9,Good,4.0,Uberlandia,6000
"['bar', 'restaurant']",6.3,Very Good,17.0,Hallerson,7000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",7.2,Very Good,23.0,Wanderland,24500
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.7,Very Good,46.0,Willsmian,23000
"['intrnet', 'bar']",7.4,Very Good,5.0,Stokol,20000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.4,Excellent,226.0,Stokol,43000
"['intrnet', 'bar', 'restaurant']",8.0,Excellent,1.0,Machlessvile,25000
"['internet', 'bar', 'swimmingpools']",8.8,Excellent,36.0,Stokol,25000
['bar'],4.2,Good,5.0,Uberlandia,8000
"['restaurant', 'swimmingpools']",8.8,Excellent,1.0,Ubisville,8000
"['bar', 'restaurant']",6.4,Very Good,5.0,Hallerson,6000
"['internet', 'bar', 'swimmingpools', 'gym']",5.5,Good,8.0,Andeman,7000
"['intrnet', 'restaurant']",7.2,Very Good,1.0,Andeman,19000
"['bar', 'restaurant']",6.6,Very Good,7.0,Uberlandia,10000
['restaurant'],7.1,Very Good,68.0,Machlessvile,20000
"['intrnet', 'bar', 'restaurant']",7.9,Very Good,10.0,Uberlandia,59000
"['bar', 'restaurant']",6.5,Very Good,12.0,Uberlandia,10000
"['bar', 'restaurant', 'swimmingpools']",8.0,Excellent,9.0,Andeman,25000
['restaurant'],6.0,Very Good,79.0,Wanderland,5500
['restaurant'],4.9,Good,4.0,Machlessvile,6000
[],,,,Hallerson,4000
"['bar', 'restaurant']",,,,Uberlandia,8000
"['internet', 'bar', 'pool', 'gym']",6.4,Very Good,40.0,Willsmian,14000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",,,,Stokol,100000
"['internet', 'bar', 'restaurant']",8.0,Excellent,36.0,Andeman,19000
"['internet', 'bar', 'restaurant', 'pool']",8.7,Excellent,17.0,Andeman,60000
['restaurant'],,,,Ubisville,13160
"['bar', 'restaurant']",6.8,Very Good,3.0,Wanderland,23000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.8,Very Good,351.0,Machlessvile,30000
['restaurant'],8.6,Excellent,7.0,Stokol,15500
['bar'],7.4,Very Good,43.0,Hallerson,11500
"['bar', 'restaurant']",,,,Hallerson,3000
"['bar', 'restaurant']",8.0,Excellent,6.0,Machlessvile,20000
"['bar', 'restaurant']",,,,Uberlandia,1700
"['intrnet', 'bar', 'restaurant']",8.6,Excellent,2.0,Stokol,9000
"['bar', 'restaurant']",6.2,Very Good,10.0,Willsmian,4000
"['bar', 'restaurant']",4.9,Good,5.0,Willsmian,4400
"['internet', 'bar', 'restaurant', 'gym']",8.3,Excellent,18.0,Machlessvile,20000
"['bar', 'restaurant']",8.5,Excellent,5.0,Andeman,3500
[],,,,Stokol,2000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",2.4,Fair,4.0,Uberlandia,8000
"['internet', 'bar', 'restaurant']",8.4,Excellent,1.0,Uberlandia,14000
"['intrnet', 'bar', 'restaurant', 'gym']",7.4,Very Good,28.0,Hallerson,40000
"['bar', 'restaurant']",7.7,Very Good,40.0,Hallerson,20000
"['bar', 'restaurant']",,,,Andeman,4000
"['bar', 'restaurant']",,,,Hallerson,1700
['intrnet'],7.7,Very Good,10.0,Wanderland,5000
"['bar', 'restaurant']",7.4,Very Good,5.0,Uberlandia,15000
"['intrnet', 'bar', 'restaurant']",4.4,Good,1.0,Stokol,6700
"['internet', 'bar', 'restaurant']",6.8,Very Good,21.0,Ubisville,8800
"['internet', 'bar', 'restaurant', 'swimmingpools']",,,,Stokol,19550
[],,,,Stokol,1800
"['internet', 'restaurant', 'swimmingpools']",6.5,Very Good,8.0,Hallerson,16000
"['bar', 'restaurant']",8.0,Excellent,4.0,Andeman,9000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",6.9,Very Good,10.0,Ubisville,10000
"['internet', 'bar', 'restaurant']",8.1,Excellent,32.0,Hallerson,92000
"['internet', 'bar', 'restaurant']",6.8,Very Good,21.0,Willsmian,8800
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,125.0,Uberlandia,9800
"['internet', 'bar', 'restaurant']",8.1,Excellent,32.0,Willsmian,92000
"['intrnet', 'bar', 'restaurant', 'pool']",,,,Wanderland,15000
"['bar', 'swimmingpools', 'gym']",9.5,Excellent,4.0,Stokol,14997
"['intrnet', 'restaurant', 'gym']",5.6,Good,4.0,Ubisville,13000
"['intrnet', 'swimmingpools', 'gym']",,,,Uberlandia,64600
['restaurant'],,,,Hallerson,14000
"['bar', 'restaurant']",7.6,Very Good,3.0,Hallerson,5000
"['bar', 'restaurant']",6.0,Very Good,8.0,Uberlandia,8500
"['intrnet', 'bar', 'restaurant', 'gym']",5.1,Good,4.0,Ubisville,9500
"['intrnet', 'bar', 'restaurant']",7.7,Very Good,125.0,Stokol,9800
['restaurant'],6.1,Very Good,24.0,Wanderland,5000
['restaurant'],,,,Andeman,2300
[],,,,Andeman,12500
"['internet', 'bar', 'restaurant']",7.0,Very Good,23.0,Stokol,20000
"['bar', 'restaurant', 'pool', 'gym']",7.8,Very Good,351.0,Stokol,30000
['restaurant'],5.8,Good,4.0,Stokol,3500
"['bar', 'restaurant', 'swimmingpools', 'gym']",8.6,Excellent,8.0,Machlessvile,108900
['restaurant'],6.4,Very Good,1.0,Stokol,9900
"['bar', 'restaurant']",5.8,Good,43.0,Hallerson,6000
"['bar', 'restaurant']",9.2,Excellent,2.0,Wanderland,13350
['restaurant'],6.4,Very Good,1.0,Uberlandia,9900
"['internet', 'bar', 'restaurant']",8.1,Excellent,4.0,Hallerson,30500
"['internet', 'bar', 'restaurant']",,,,Hallerson,54450
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.8,Very Good,14.0,Uberlandia,9750
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.7,Very Good,32.0,Machlessvile,55537
"['bar', 'restaurant']",6.0,Very Good,1.0,Andeman,7900
"['intrnet', 'bar', 'restaurant']",10.0,Excellent,1.0,Wanderland,30000
[],,,,Machlessvile,3900
"['internet', 'bar', 'restaurant', 'pool']",8.0,Excellent,7.0,Hallerson,6000
"['intrnet', 'bar', 'restaurant']",,,,Stokol,7000
"['internet', 'bar', 'restaurant', 'swimmingpools']",5.8,Good,6.0,Uberlandia,25000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.8,Very Good,14.0,Stokol,30000
"['intrnet', 'bar', 'restaurant', 'swimmingpools']",,,,Stokol,14000
"['intrnet', 'restaurant', 'pool']",6.3,Very Good,14.0,Stokol,15000
"['bar', 'restaurant']",8.0,Excellent,4.0,Willsmian,9000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",5.0,Good,10.0,Stokol,35000
"['intrnet', 'bar', 'restaurant']",,,,Willsmian,15000
"['bar', 'restaurant']",,,,Ubisville,13000
['bar'],7.9,Very Good,3.0,Hallerson,15000
[],,,,Wanderland,3500
[],,,,Machlessvile,1500
"['bar', 'restaurant']",7.7,Very Good,40.0,Stokol,20000
['restaurant'],8.2,Excellent,7.0,Andeman,4000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",8.4,Excellent,226.0,Machlessvile,43000
"['bar', 'restaurant', 'swimmingpools', 'gym']",6.1,Very Good,8.0,Andeman,8000
[],,,,Hallerson,3500
"['internet', 'bar', 'restaurant']",8.1,Excellent,3.0,Ubisville,8000
"['internet', 'bar', 'restaurant', 'pool']",7.8,Very Good,5.0,Machlessvile,25000
"['intrnet', 'bar', 'restaurant']",7.4,Very Good,26.0,Hallerson,10000
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",5.0,Good,10.0,Wanderland,35000
"['internet', 'restaurant']",8.0,Excellent,2.0,Wanderland,18000
"['internet', 'bar', 'restaurant']",7.7,Very Good,125.0,Hallerson,9800
"['bar', 'restaurant']",8.0,Excellent,2.0,Willsmian,5000
"['intrnet', 'restaurant', 'swimmingpools']",6.5,Very Good,8.0,Wanderland,16000
['restaurant'],7.1,Very Good,12.0,Machlessvile,20000
['restaurant'],7.4,Very Good,12.0,Wanderland,10000
['restaurant'],,,,Wanderland,8500
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",,,,Hallerson,7000
"['bar', 'restaurant']",7.2,Very Good,9.0,Hallerson,15650
"['internet', 'bar', 'restaurant', 'swimmingpools']",,,,Wanderland,19550
"['internet', 'bar', 'restaurant', 'gym']",8.4,Excellent,10.0,Machlessvile,25800
['bar'],,,,Machlessvile,4500
"['internet', 'bar', 'restaurant']",6.7,Very Good,1.0,Wanderland,3000
"['internet', 'bar', 'restaurant']",7.7,Very Good,11.0,Hallerson,15000
"['intrnet', 'restaurant', 'pool']",7.5,Very Good,154.0,Willsmian,20000
"['bar', 'restaurant', 'pool']",6.8,Very Good,1.0,Stokol,11150
"['bar', 'restaurant', 'pool', 'gym']",10.0,Excellent,1.0,Wanderland,36000
"['bar', 'restaurant', 'pool', 'gym']",8.6,Excellent,8.0,Stokol,108900
"['bar', 'swimmingpools', 'gym']",8.6,Excellent,4.0,Willsmian,12800
"['restaurant', 'pool', 'gym']",6.2,Very Good,30.0,Uberlandia,17999
"['internet', 'bar', 'restaurant', 'pool']",7.5,Very Good,40.0,Hallerson,16500
"['bar', 'restaurant', 'swimmingpools']",7.1,Very Good,7.0,Willsmian,12500
"['bar', 'restaurant']",,,,Wanderland,12000
"['bar', 'restaurant', 'gym']",7.1,Very Good,8.0,Machlessvile,6600
"['intrnet', 'bar', 'restaurant']",7.2,Very Good,2.0,Stokol,56000
"['internet', 'bar']",6.6,Very Good,14.0,Uberlandia,11000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.7,Very Good,7.0,Stokol,24700
"['bar', 'pool']",10.0,Excellent,1.0,Andeman,25000
"['internet', 'bar', 'restaurant']",8.4,Excellent,1.0,Hallerson,14000
"['intrnet', 'bar', 'restaurant', 'pool']",7.8,Very Good,24.0,Andeman,52875
"['bar', 'restaurant', 'pool']",6.8,Very Good,1.0,Wanderland,11150
"['bar', 'restaurant']",6.0,Very Good,8.0,Andeman,8500
"['bar', 'restaurant', 'swimmingpools', 'gym']",6.1,Very Good,8.0,Wanderland,8000
"['bar', 'restaurant', 'swimmingpools', 'gym']",8.6,Excellent,6.0,Ubisville,23000
"['bar', 'restaurant', 'pool', 'gym']",8.7,Excellent,5.0,Andeman,33000
"['bar', 'restaurant']",8.8,Excellent,6.0,Willsmian,12500
"['intrnet', 'bar', 'restaurant', 'pool', 'gym']",7.7,Very Good,46.0,Machlessvile,23000
"['bar', 'restaurant']",8.5,Excellent,5.0,Willsmian,3500
"['internet', 'bar', 'restaurant']",8.0,Excellent,8.0,Ubisville,40000
"['internet', 'bar', 'restaurant', 'gym']",7.5,Very Good,9.0,Andeman,25250
['internet'],7.7,Very Good,18.0,Willsmian,20000
"['intrnet', 'restaurant', 'pool']",5.9,Good,14.0,Stokol,17000
"['intrnet', 'restaurant', 'swimmingpools']",8.2,Excellent,97.0,Willsmian,16000
"['bar', 'restaurant']",6.4,Very Good,34.0,Uberlandia,5500
"['intrnet', 'bar', 'restaurant']",5.8,Good,8.0,Andeman,6000
['internet'],,,,Machlessvile,25000
"['bar', 'restaurant']",3.2,Fair,2.0,Stokol,11040
"['bar', 'restaurant']",3.6,Fair,1.0,Wanderland,3000
[],8.2,Excellent,7.0,Stokol,6500
"['internet', 'bar', 'restaurant', 'pool']",2.4,Fair,4.0,Wanderland,8000
"['bar', 'restaurant']",5.6,Good,1.0,Uberlandia,4500
"['internet', 'restaurant']",7.1,Very Good,13.0,Hallerson,20000
"['internet', 'restaurant', 'pool']",5.9,Good,3.0,Uberlandia,6500
[],,,,Wanderland,8000
"['internet', 'bar']",8.8,Excellent,2.0,Andeman,20000
['internet'],8.9,Excellent,11.0,Wanderland,18000
"['intrnet', 'bar', 'restaurant']",8.2,Excellent,20.0,Stokol,20000
"['intrnet', 'bar', 'restaurant']",7.2,Very Good,39.0,Willsmian,9200
['restaurant'],,,,Uberlandia,2000
"['bar', 'pool']",8.2,Excellent,152.0,Stokol,30000
['bar'],,,,Stokol,25000
['bar'],,,,Stokol,3500
[],,,,Uberlandia,12500
"['bar', 'restaurant']",7.0,Very Good,24.0,Uberlandia,12000
"['bar', 'restaurant']",3.9,Fair,3.0,Andeman,7000
[],,,,Andeman,3040
"['internet', 'bar', 'restaurant', 'pool']",7.5,Very Good,40.0,Andeman,16500
['restaurant'],7.1,Very Good,68.0,Hallerson,20000
['restaurant'],6.0,Very Good,79.0,Stokol,5500
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.2,Very Good,6.0,Andeman,25000
['restaurant'],7.2,Very Good,12.0,Uberlandia,9000
"['intrnet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.2,Very Good,16.0,Hallerson,17000
"['internet', 'bar', 'restaurant', 'swimmingpools']",9.8,Excellent,4.0,Uberlandia,64800
"['bar', 'restaurant']",6.8,Very Good,3.0,Stokol,23000
"['bar', 'restaurant', 'pool', 'gym']",6.1,Very Good,8.0,Stokol,8000
"['internet', 'restaurant']",7.2,Very Good,30.0,Wanderland,20000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.7,Very Good,6.0,Hallerson,44203
"['bar', 'restaurant']",6.4,Very Good,1.0,Wanderland,3500
"['internet', 'bar', 'restaurant']",7.0,Very Good,14.0,Uberlandia,5000
"['bar', 'restaurant', 'pool', 'gym']",7.9,Very Good,5.0,Willsmian,24000
[],,,,Wanderland,4200
"['internet', 'restaurant']",7.1,Very Good,2.0,Stokol,9500
"['bar', 'restaurant']",7.6,Very Good,2.0,Uberlandia,10000
"['internet', 'bar', 'restaurant']",7.1,Very Good,4.0,Hallerson,7500
"['internet', 'bar', 'restaurant']",7.9,Very Good,10.0,Stokol,59000
"['internet', 'restaurant']",7.1,Very Good,13.0,Stokol,20000
"['bar', 'restaurant']",8.8,Excellent,1.0,Stokol,8000
"['internet', 'bar', 'restaurant', 'swimmingpools']",8.7,Excellent,15.0,Hallerson,35000
[],,,,Stokol,2000
"['internet', 'bar', 'restaurant', 'swimmingpools']",8.0,Excellent,25.0,Hallerson,25000
"['intrnet', 'bar', 'restaurant']",10.0,Excellent,1.0,Wanderland,20000
['bar'],6.3,Very Good,3.0,Willsmian,7000
"['bar', 'restaurant', 'pool']",,,,Uberlandia,12000
"['intrnet', 'restaurant', 'pool']",9.1,Excellent,12.0,Hallerson,37200
"['bar', 'restaurant']",8.4,Excellent,6.0,Hallerson,10000
['bar'],7.4,Very Good,43.0,Ubisville,11500
"['bar', 'restaurant']",6.3,Very Good,17.0,Machlessvile,7000
"['internet', 'bar', 'restaurant']",7.0,Very Good,39.0,Wanderland,15000
"['bar', 'restaurant', 'swimmingpools', 'gym']",9.3,Excellent,3.0,Wanderland,88600
['restaurant'],,,,Wanderland,6175
['bar'],2.8,Fair,1.0,Wanderland,5000
"['bar', 'restaurant', 'swimmingpools', 'gym']",,,,Stokol,30000
"['bar', 'restaurant']",8.5,Excellent,3.0,Hallerson,8000
"['bar', 'restaurant']",7.4,Very Good,5.0,Wanderland,15000
"['intrnet', 'bar', 'pool']",8.8,Excellent,36.0,Uberlandia,25000
"['intrnet', 'bar', 'restaurant', 'pool']",7.5,Very Good,40.0,Willsmian,16500
"['internet', 'bar', 'restaurant']",6.8,Very Good,94.0,Stokol,17500
"['bar', 'restaurant']",4.0,Good,8.0,Ubisville,2500
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.5,Very Good,40.0,Uberlandia,16500
"['internet', 'bar', 'restaurant', 'swimmingpools']",5.8,Good,6.0,Stokol,25000
[],,,,Hallerson,3200
"['restaurant', 'pool']",8.1,Excellent,3.0,Stokol,7000
[],8.3,Excellent,4.0,Machlessvile,35000
"['intrnet', 'restaurant', 'gym']",5.6,Good,4.0,Andeman,13000
"['bar', 'restaurant']",8.8,Excellent,6.0,Hallerson,12500
"['bar', 'restaurant', 'pool']",8.9,Excellent,3.0,Hallerson,20000
['bar'],2.8,Fair,1.0,Stokol,5000
[],6.4,Very Good,1.0,Stokol,10000
"['bar', 'pool']",7.8,Very Good,26.0,Stokol,19000
"['intrnet', 'bar', 'restaurant']",6.9,Very Good,12.0,Willsmian,6000
[],,,,Wanderland,20000
"['bar', 'restaurant']",6.3,Very Good,34.0,Wanderland,11500
[],6.0,Very Good,43.0,Stokol,15000
"['bar', 'restaurant']",7.8,Very Good,2.0,Uberlandia,11000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.7,Very Good,46.0,Hallerson,23000
[],,,,Stokol,17250
"['bar', 'restaurant']",7.3,Very Good,6.0,Hallerson,6000
['internet'],5.4,Good,13.0,Machlessvile,4000
"['intrnet', 'bar', 'pool', 'gym']",8.2,Excellent,13.0,Uberlandia,32000
['restaurant'],,,,Wanderland,5000
"['bar', 'restaurant', 'swimmingpools', 'gym']",7.2,Very Good,38.0,Andeman,19000
['bar'],,,,Stokol,5000
"['bar', 'restaurant']",8.5,Excellent,3.0,Willsmian,8000
"['bar', 'restaurant']",8.0,Excellent,2.0,Stokol,15000
[],,,,Wanderland,2500
"['intrnet', 'bar', 'restaurant']",7.0,Very Good,14.0,Machlessvile,5000
"['internet', 'bar', 'restaurant']",8.3,Excellent,18.0,Willsmian,30000
"['internet', 'bar', 'restaurant', 'swimmingpools']",7.6,Very Good,12.0,Andeman,45000
"['bar', 'restaurant']",8.3,Excellent,11.0,Stokol,15000
"['internet', 'bar', 'restaurant', 'pool']",,,,Hallerson,15000
"['internet', 'bar', 'restaurant', 'pool']",,,,Hallerson,19550
"['internet', 'restaurant']",,,,Andeman,14904
"['bar', 'restaurant']",3.9,Fair,3.0,Hallerson,7000
"['bar', 'restaurant']",6.0,Very Good,3.0,Uberlandia,8000
"['intrnet', 'restaurant', 'swimmingpools']",6.5,Very Good,8.0,Andeman,16000
"['internet', 'bar', 'restaurant']",7.7,Very Good,11.0,Wanderland,15000
['bar'],7.9,Very Good,3.0,Stokol,15000
"['internet', 'bar', 'restaurant']",8.1,Excellent,31.0,Wanderland,14000
"['internet', 'bar', 'restaurant']",6.3,Very Good,30.0,Stokol,22000
"['internet', 'bar', 'restaurant']",9.1,Excellent,3.0,Andeman,8000
"['bar', 'restaurant']",8.3,Excellent,11.0,Wanderland,15000
"['internet', 'bar', 'restaurant', 'pool', 'gym']",7.0,Very Good,2.0,Hallerson,20000
['swimmingpools'],8.2,Excellent,6.0,Machlessvile,30000
"['restaurant', 'gym']",,,,Uberlandia,36000
[],9.0,Excellent,1.0,Stokol,2700
"['internet', 'bar', 'restaurant', 'pool', 'gym']",6.9,Very Good,23.0,Willsmian,17000
"['bar', 'restaurant']",6.7,Very Good,50.0,Wanderland,18000
[],,,,Machlessvile,4200
"['internet', 'restaurant']",7.1,Very Good,13.0,Andeman,20000
"['internet', 'bar', 'restaurant', 'pool']",5.8,Good,6.0,Wanderland,25000
"['bar', 'restaurant']",,,,Willsmian,1700
"['bar', 'restaurant']",6.7,Very Good,29.0,Stokol,10000
"['internet', 'bar', 'restaurant', 'pool']",10.0,Excellent,2.0,Hallerson,25000
"['bar', 'restaurant']",7.4,Very Good,50.0,Wanderland,20000
"['internet', 'bar', 'restaurant', 'swimmingpools', 'gym']",7.2,Very Good,16.0,Ubisville,17000
